artist,attack,cardClass,collectible,cost,dbfId,flavor,health,howToEarnGolden,id,mechanics,name,race,races,rarity,set,text,type,collectionText,referencedTags,spellSchool,elite,runeCost,targetingArrowText,armor,classes,heroPowerDbfId,hasDiamondSkin,durability,faction,spellDamage,overload,howToEarn,countAsCopyOfDbfId,techLevel,isMiniSet,hideStats,rarity_cn,total_stats,expected_stats,efficiency,class_cn
Alex Horley Orlandelli,5.0,WARLOCK,True,8,129850,一个恶魔努力，全员共享成绩。,5.0,使用术士赢得500场对战后解锁。,CORE_SCH_181,['BATTLECRY'],高阶女巫维洛,,,LEGENDARY,CORE,<b>战吼：</b>随机从你的手牌和牌库中召唤一个恶魔。,MINION,,,,True,,,,,,,,,,,与术士职业一同解锁。,59252.0,,,,传说,10.0,13.811434994021205,0.7240377270232147,术士
James Ryman,4.0,NEUTRAL,True,5,129176,"“湖里有个怪物？！”
“那不是怪物，那是龙哥。”",6.0,总计赢得500场对战后解锁。,CORE_SCH_605,,止水湖蛇颈龙,BEAST,['BEAST'],COMMON,CORE,同时对其攻击目标相邻的随从造成伤害。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,59452.0,,,,普通,10.0,9.231275756211538,1.0832738902064758,中立
Matt Dixon,3.0,NEUTRAL,True,2,102224,新手牧师，让对手无法可施。,2.0,总计赢得1000场对战后解锁。,CORE_SCH_713,['BATTLECRY'],异教低阶牧师,,,RARE,CORE,<b>战吼：</b>下个回合你的对手法术的法力值消耗增加（1）点。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,稀有,5.0,4.651116518401871,1.0750106947907652,中立
Rafael Zanchetin,6.0,NEUTRAL,True,7,128337,成为钥匙专家的关键：多准备复制品。,8.0,总计赢得5000场对战后解锁。,CORE_SCH_717,['TRIGGER_VISUAL'],钥匙专家阿拉巴斯特,,,LEGENDARY,CORE,每当你的对手抽一张牌时，将一张复制置入你的手牌，其法力值消耗变为（1）点。,MINION,,,,True,,,,,,,,,,,完成教学后解锁。,61174.0,,,,传说,14.0,12.284715248084652,1.1396275548334573,中立
James Ryman,5.0,PALADIN,True,6,129847,“我的信仰和勇气，会保护我。而我的荣耀和牺牲，会为我找到继任者。”,5.0,使用圣骑士赢得500场对战后解锁。,CORE_SW_047,"['DIVINE_SHIELD', 'TRIGGER_VISUAL']",大领主弗塔根,,,LEGENDARY,CORE,"<b>圣盾</b>
在一个友方随从失去<b>圣盾</b>后，使你手牌中的一张随从牌获得+5/+5。",MINION,,,,True,,,,,,,,,,,与圣骑士职业一同解锁。,64546.0,,,,传说,10.0,10.757995502148095,0.9295411954767278,圣骑士
Jun Yan & Zhefei Hou,4.0,NEUTRAL,True,4,102222,讲拍卖行刷金的书都在那边。,4.0,总计赢得500场对战后解锁。,CORE_SW_066,"['BATTLECRY', 'TRADEABLE']",王室图书管理员,,,COMMON,CORE,"<b>可交易</b>
<b>战吼：</b><b>沉默</b>一个
随从。",MINION,,['SILENCE'],,,,<b>沉默</b>一个随从。,,,,,,,,,完成教学后解锁。,,,,,普通,8.0,7.704556010274983,1.0383466599932567,中立
Nicola Saviori,8.0,NEUTRAL,True,8,120577,他不是因为邪能才变得暴躁，而是因为鼻子痒没法抓。,8.0,总计赢得500场对战后解锁。,CORE_SW_068,"['DEATHRATTLE', 'TAUNT']",莫尔葛熔魔,DEMON,"['MECHANICAL', 'DEMON']",COMMON,CORE,<b>嘲讽</b>，<b>亡语：</b>获得8点护甲值。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,64716.0,,,,普通,16.0,13.811434994021205,1.1584603632371435,中立
Zhefei Hou,3.0,NEUTRAL,True,3,102221,这也是剧毒，针对武器的剧毒。,4.0,总计赢得500场对战后解锁。,CORE_SW_072,"['BATTLECRY', 'TRADEABLE']",锈烂蝰蛇,BEAST,['BEAST'],COMMON,CORE,"<b>可交易</b>
<b>战吼：</b>摧毁对手的武器。",MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通,7.0,6.177836264338427,1.1330827980028404,中立
Matt Dixon,2.0,DRUID,True,1,120393,别看它们现在萌萌的，等你听到野蛮咆哮，就晚了。,1.0,使用德鲁伊赢得100场对战后解锁。,CORE_SW_439,['DEATHRATTLE'],活泼的松鼠,BEAST,['BEAST'],RARE,CORE,<b>亡语：</b>将四张橡果洗入你的牌库。当抽到橡果时，召唤一只2/1的松鼠。,MINION,,,,,,,,,,,,,,,与德鲁伊职业一同解锁。,64388.0,,,,稀有,3.0,3.1243967724653157,0.9601853472767609,德鲁伊
Jesper Ejsing,2.0,DRUID,True,2,126889,部族聚餐时尤其野蛮。,3.0,使用德鲁伊赢得50场对战后解锁。,CORE_TRL_240,['BATTLECRY'],野蛮先锋,,,COMMON,CORE,<b>战吼：</b>对一个敌方随从造成等同于你的英雄攻击力的伤害。,MINION,,,,,,造成等同于英雄攻击力的伤害。,,,,,,,,,与德鲁伊职业一同解锁。,49984.0,,,,普通,5.0,4.651116518401871,1.0750106947907652,德鲁伊
Konstantin Turovec,4.0,SHAMAN,True,6,87920,卡格瓦纪念朋友和吞噬敌人的方式是一样的，吃到肚里没人分得清。,6.0,使用萨满祭司赢得500场对战后解锁。,CORE_TRL_345,['BATTLECRY'],卡格瓦，青蛙之神,BEAST,['BEAST'],LEGENDARY,CORE,<b>战吼：</b>将你上回合使用的所有法术牌移回你的手牌。,MINION,,,,True,,,,,,,,,,,与萨满祭司职业一同解锁。,,,,,传说,10.0,10.757995502148095,0.9295411954767278,萨满
Arthur Bozonnet,4.0,HUNTER,True,4,126891,山猫种群的强度取决于最弱的那一只。,2.0,使用猎人赢得500场对战后解锁。,CORE_TRL_900,['BATTLECRY'],哈尔拉兹，山猫之神,BEAST,['BEAST'],LEGENDARY,CORE,<b>突袭</b>。<b>战吼：</b>用1/1并具有<b>突袭</b>的山猫填满你的手牌。,MINION,,['RUSH'],,True,,,,,,,,,,,与猎人职业一同解锁。,50659.0,,,,传说,6.0,7.704556010274983,0.7787599949949425,猎人
Konstantin Turovec,3.0,DEMONHUNTER,True,4,127589,其实他们都被骗了。因为还有一个艾瑞达欺诈者。,5.0,使用恶魔猎手赢得50场对战后解锁。,CORE_TTN_843,['TRIGGER_VISUAL'],艾瑞达欺诈者,DEMON,['DEMON'],COMMON,CORE,每当你抽一张牌时，召唤一个1/1并具有<b>突袭</b>的恶魔。,MINION,,['RUSH'],,,,,,,,,,,,,与恶魔猎手职业一同解锁。,97479.0,,,,普通,8.0,7.704556010274983,1.0383466599932567,恶魔猎手
Konstantin Turovec,4.0,DEMONHUNTER,True,7,129169,游戏内禁止养恐魔。,10.0,使用恶魔猎手赢得250场对战后解锁。,CORE_TTN_866,"['LIFESTEAL', 'TRIGGER_VISUAL']",神秘恐魔,DEMON,"['DEMON', 'BEAST']",EPIC,CORE,<b>吸血</b>。在你的回合结束时，迫使所有敌方随从攻击本随从。,MINION,,,,,,,,,,,,,,,与恶魔猎手职业一同解锁。,98469.0,,,,史诗,14.0,12.284715248084652,1.1396275548334573,恶魔猎手
L. Lullabi & K. Turovec,1.0,DRUID,True,2,129170,你的水晶从哪来，我不关心；我的水晶从哪来，你也别问。,4.0,使用德鲁伊赢得250场对战后解锁。,CORE_ULD_133,['TRIGGER_VISUAL'],水晶商人,,,EPIC,CORE,在你的回合结束时，如果你有未使用的法力水晶，抽一张牌。,MINION,,,,,,,,,,,,,,,与德鲁伊职业一同解锁。,53545.0,,,,史诗,5.0,4.651116518401871,1.0750106947907652,德鲁伊
Nicola Saviori,7.0,WARLOCK,True,6,129221,以血还血！只不过还在了你身上……,5.0,使用术士赢得250场对战后解锁。,CORE_ULD_165,['BATTLECRY'],裂隙屠夫,DEMON,['DEMON'],EPIC,CORE,"<b>战吼：</b>消灭一个随从。你的英雄受到等同于该随从生命值的
伤害。",MINION,,,,,,消灭一个随从。,,,,,,,,,与术士职业一同解锁。,53887.0,,,,史诗,12.0,10.757995502148095,1.1154494345720734,术士
Alex Horley Orlandelli,7.0,NEUTRAL,True,7,111464,<b>嘲讽， 嘲讽。</b>,7.0,总计赢得5000场对战后解锁。,CORE_ULD_178,['BATTLECRY'],希亚玛特,ELEMENTAL,['ELEMENTAL'],LEGENDARY,CORE,<b>战吼：</b>从<b>突袭，嘲讽，圣盾</b>或<b>风怒</b>中获得两种效果<i>（由你选择）</i>。,MINION,,"['DIVINE_SHIELD', 'RUSH', 'TAUNT', 'WINDFURY']",,True,,,,,,,,,,,完成教学后解锁。,,,,,传说,14.0,12.284715248084652,1.1396275548334573,中立
Rafael Zanchetin,1.0,NEUTRAL,True,1,76318,放心吧！水，食物，帐篷，都带好了！还有被诅咒的猴爪！,2.0,总计赢得500场对战后解锁。,CORE_ULD_191,['BATTLECRY'],欢快的同伴,,,COMMON,CORE,<b>战吼：</b>使一个友方随从获得+2生命值。,MINION,,,,,,获得+2生命值。,,,,,,,,,完成教学后解锁。,,,,,普通,3.0,3.1243967724653157,0.9601853472767609,中立
L. Lullabi & K. Turovec,2.0,NEUTRAL,True,2,86552,贼来十步乃呼我！,6.0,总计赢得500场对战后解锁。,CORE_ULD_271,"['BATTLECRY', 'TAUNT']",受伤的托维尔人,,,COMMON,CORE,<b>嘲讽</b>。<b>战吼：</b>对本随从造成3点伤害。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通,8.0,4.651116518401871,1.7200171116652243,中立
David Kegg,4.0,ROGUE,True,4,129343,“喏，你随从掉了。”,4.0,使用潜行者赢得100场对战后解锁。,CORE_ULD_280,['DEATHRATTLE'],沙赫柯特工兵,PIRATE,['PIRATE'],RARE,CORE,"<b>亡语：</b>随机将一个敌方随从移回对手的
手牌。",MINION,,,,,,,,,,,,,,,与潜行者职业一同解锁。,54011.0,,,,稀有,8.0,7.704556010274983,1.0383466599932567,潜行者
Matt Dixon,1.0,NEUTRAL,True,1,102228,与其他木乃伊不同，人们把他和米饭、黄瓜条卷在了一起，还刷了一点酱油。,1.0,总计赢得500场对战后解锁。,CORE_ULD_723,['REBORN'],鱼人木乃伊,MURLOC,"['UNDEAD', 'MURLOC']",COMMON,CORE,<b>复生</b>,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通,2.0,3.1243967724653157,0.6401235648511739,中立
Mark Gibbons,1.0,NEUTRAL,True,3,112923,它最厉害的武器并非手中的剑盾，而是极尽讽刺挖苦之能事的嘴。,5.0,总计赢得1000场对战后解锁。,Core_UNG_072,"['BATTLECRY', 'DISCOVER', 'TAUNT']",石丘防御者,,,RARE,CORE,"<b>嘲讽</b>，<b>战吼：</b>
<b>发现</b>一张具有<b>嘲讽</b>的随从牌。",MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,稀有,6.0,6.177836264338427,0.9712138268595775,中立
Dan Scott,3.0,NEUTRAL,True,4,120523,凤凰本非凡俗鸟，浴火重生凌云霄。,4.0,总计赢得500场对战后解锁。,CORE_UNG_084,['BATTLECRY'],火羽凤凰,ELEMENTAL,"['ELEMENTAL', 'BEAST']",COMMON,CORE,<b>战吼：</b>造成3点伤害。,MINION,,,,,,造成3点伤害。,,,,,,,,,完成教学后解锁。,41260.0,,,,普通,7.0,7.704556010274983,0.9085533274940997,中立
Paul Mafayon,2.0,NEUTRAL,True,1,102227,最爱榴莲味！,1.0,总计赢得500场对战后解锁。,CORE_UNG_205,['BATTLECRY'],冰川裂片,ELEMENTAL,['ELEMENTAL'],COMMON,CORE,"<b>战吼：</b>
<b>冻结</b>一个敌人。",MINION,,['FREEZE'],,,,冻结一个敌人。,,,,,,,,,完成教学后解锁。,,,,,普通,3.0,3.1243967724653157,0.9601853472767609,中立
Evgeniy Dlinnov,1.0,NEUTRAL,True,1,111469,拿着空瓶的孩子们，是他们的天敌。,2.0,总计赢得500场对战后解锁。,CORE_UNG_809,['BATTLECRY'],火羽精灵,ELEMENTAL,['ELEMENTAL'],COMMON,CORE,<b>战吼：</b>将一张1/2的元素牌置入你的手牌。,MINION,,,,,,,,,,,,ALLIANCE,,,完成教学后解锁。,,,,,普通,3.0,3.1243967724653157,0.9601853472767609,中立
Mike Sass,4.0,NEUTRAL,True,8,76327,它的一副公鸭嗓让自己在族群里独树一帜。,8.0,总计赢得2500场对战后解锁。,CORE_UNG_848,"['BATTLECRY', 'TAUNT']",始生幼龙,DRAGON,['DRAGON'],EPIC,CORE,"<b>嘲讽，战吼：</b>
对所有其他随从造成2点伤害。",MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,史诗,12.0,13.811434994021205,0.8688452724278576,中立
James Ryman,1.0,HUNTER,True,1,97376,地精珠宝商慕名而来，失望而归…,2.0,使用猎人赢得50场对战后解锁。,CORE_UNG_912,['BATTLECRY'],宝石鹦鹉,BEAST,['BEAST'],COMMON,CORE,<b>战吼：</b>随机将一张野兽牌置入你的手牌。,MINION,,,,,,,,,,,,,,,与猎人职业一同解锁。,,,,,普通,3.0,3.1243967724653157,0.9601853472767609,猎人
Jim Nelson,1.0,NEUTRAL,True,3,76319,它爬过的地方，路都出奇地好走。,5.0,总计赢得500场对战后解锁。,CORE_UNG_928,['TAUNT'],焦油爬行者,ELEMENTAL,['ELEMENTAL'],COMMON,CORE,"<b>嘲讽</b>
在你对手的回合拥有+2攻击力。",MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通,6.0,6.177836264338427,0.9712138268595775,中立
Samche Chen,1.0,SHAMAN,True,1,120881,不要再嚎了，汽大伤身。,3.0,使用萨满祭司赢得50场对战后解锁。,CORE_WC_042,['TRIGGER_VISUAL'],哀嚎蒸汽,ELEMENTAL,['ELEMENTAL'],COMMON,CORE,在你使用一张元素牌后，获得+1攻击力。,MINION,,,,,,,,,,,,,,,与萨满祭司职业一同解锁。,63073.0,,True,,普通,4.0,3.1243967724653157,1.2802471297023479,萨满
Melvin Chan,3.0,DEMONHUNTER,True,3,117030,亡语响起，陷入危险的却是<b>你</b>。,2.0,使用恶魔猎手赢得50场对战后解锁。,CORE_WC_701,"['DEATHRATTLE', 'RUSH']",邪能响尾蛇,BEAST,['BEAST'],COMMON,CORE,"<b>突袭</b>，<b>亡语：</b>对所有敌方随从造成
1点伤害。",MINION,,,,,,,,,,,,,,,与恶魔猎手职业一同解锁。,63407.0,,True,,普通,5.0,6.177836264338427,0.8093448557163146,恶魔猎手
George Davis,2.0,WARLOCK,True,2,120467,快来瞧瞧这台空气净化器，它的功能如此强大，连你的灵魂都能净化！,3.0,使用术士赢得50场对战后解锁。,CORE_WON_096,"['BATTLECRY', 'DISCOVER']",黑市摊贩,UNDEAD,['UNDEAD'],COMMON,CORE,"<b>战吼：发现</b>一张
法力值消耗为（1）的卡牌。",MINION,,,,,,,,,,,,,,,与术士职业一同解锁。,102639.0,,,,普通,5.0,4.651116518401871,1.0750106947907652,术士
Ludo Lullabi & C. Luechaiwattasopon,3.0,NEUTRAL,True,3,120352,和他家的老壶像是一个模子扣出来的。,3.0,总计赢得500场对战后解锁。,CORE_WON_141,['BATTLECRY'],展馆茶杯,,,COMMON,CORE,<b>战吼：</b>随机使三个不同类型的友方随从获得+1/+1。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,102687.0,,,,普通,6.0,6.177836264338427,0.9712138268595775,中立
Mooncolony,5.0,NEUTRAL,True,9,127595,下面向您隆重介绍——移动版炉石！,5.0,总计赢得5000场对战后解锁。,CORE_WON_145,['BATTLECRY'],具象炉石,,,LEGENDARY,CORE,<b>战吼：</b>打开一包标准卡牌包，使用其中的所有卡牌。,MINION,,,,True,,,,,,,,,,,完成教学后解锁。,102691.0,,,,传说,10.0,15.338154739957762,0.6519689082252366,中立
Paul Mafayon,1.0,NEUTRAL,True,1,127089,看在你块头比我大的份上，今天暂且放过你！,2.0,总计赢得1000场对战后解锁。,CORE_WON_351,,蹩脚海盗,PIRATE,['PIRATE'],RARE,CORE,"如果你装备着武器，本随从拥有
+2攻击力。",MINION,,,,,,,,,,,,,,,完成教学后解锁。,106467.0,,,,稀有,3.0,3.1243967724653157,0.9601853472767609,中立
Luca Zontini,3.0,WARRIOR,True,4,127469,就为了扔这么一捆炸药，你至于穿这么大一身机甲吗？,4.0,使用战士赢得50场对战后解锁。,CORE_WW_329,"['BATTLECRY', 'TAUNT']",机甲爆王,MECHANICAL,['MECHANICAL'],COMMON,CORE,<b>嘲讽</b>。<b>战吼：</b>使你手牌中的<b>嘲讽</b>随从牌获得+2/+2。,MINION,,,,,,,,,,,,,,,与战士职业一同解锁。,100062.0,,,,普通,7.0,7.704556010274983,0.9085533274940997,战士
Mike Sass,2.0,WARLOCK,True,1,117061,当仆从只是邪魔的爱好，主人是谁无所谓。,1.0,使用术士赢得50场对战后解锁。,CORE_YOD_026,['DEATHRATTLE'],邪魔仆从,DEMON,['DEMON'],COMMON,CORE,<b>亡语：</b>随机使一个友方随从获得本随从的攻击力。,MINION,,,,,,,,,,,,,,,与术士职业一同解锁。,56112.0,1.0,,,普通,3.0,3.1243967724653157,0.9601853472767609,术士
Andrew Hou,10.0,NEUTRAL,True,10,121240,距离艾泽拉斯联赛的上一次事故已经过去整整5分钟了。,10.0,总计赢得1000场对战后解锁。,CORE_YOP_034,['TRIGGER_VISUAL'],窜逃的黑翼龙,DRAGON,['DRAGON'],RARE,CORE,在你的回合结束时，随机对一个敌方随从造成10点伤害。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,61972.0,,True,,稀有,20.0,16.86487448589432,1.1858967593697707,中立
Eric Braddock,3.0,SHAMAN,True,1,62442,学徒做错了什么？,2.0,使用萨满祭司赢得50场对战后解锁。,CS3_007,"['OVERLOAD', 'SPELLPOWER']",电击学徒,,,COMMON,CORE,"<b>法术伤害+1</b>
<b>过载：</b>（1）",MINION,,,,,,,,,,,,,1.0,1.0,与萨满祭司职业一同解锁。,,,,,普通,5.0,3.1243967724653157,1.6003089121279348,萨满
James Ryman,8.0,DEMONHUNTER,True,8,66176,摄人的恐惧，大大的眼睛，无情的效率，还有对英雄那近乎狂热的献身精神，这些都是他的武器。还有这件上好的棕色长袍。,8.0,使用恶魔猎手赢得100场对战后解锁。,CS3_020,"['RUSH', 'TRIGGER_VISUAL']",伊利达雷审判官,DEMON,['DEMON'],RARE,CORE,"<b>突袭</b>
在你的英雄攻击一个敌人后，本随从也会攻击该敌人。",MINION,,,,,,,,,,,,,,,与恶魔猎手职业一同解锁。,,,,,稀有,16.0,13.811434994021205,1.1584603632371435,恶魔猎手
David Kegg,2.0,NEUTRAL,True,2,66854,穿搭廉价，省下的钱都用在了武器上。,2.0,总计赢得1000场对战后解锁。,CS3_022,['BATTLECRY'],雾帆劫掠者,PIRATE,['PIRATE'],RARE,CORE,<b>战吼：</b>如果你装备着武器，造成2点伤害。,MINION,,,,,,造成2点伤害。,,,,,,,,,完成教学后解锁。,,,,,稀有,4.0,4.651116518401871,0.8600085558326122,中立
Steven Prescott,3.0,NEUTRAL,True,5,66856,泰兰和血色十字军一同度过了人生中的多数时光，最终发现，这伙人也许算不上好人。,3.0,总计赢得5000场对战后解锁。,CS3_024,"['DEATHRATTLE', 'DIVINE_SHIELD', 'TAUNT']",泰兰·弗丁,,,LEGENDARY,CORE,"<b>嘲讽</b>，<b>圣盾</b>
<b>亡语：</b>抽取你的法力值消耗最高的
随从牌。",MINION,,,,True,,,,,,,,,,,完成教学后解锁。,,,,,传说,6.0,9.231275756211538,0.6499643341238855,中立
Trent Kaniuga,3.0,NEUTRAL,True,5,66858,扶助每一个盟友，痛击每一个对手。,6.0,总计赢得5000场对战后解锁。,CS3_025,"['RUSH', 'TRIGGER_VISUAL']",伦萨克大王,,,LEGENDARY,CORE,"<b>突袭</b>
每当本随从攻击时，使你手牌中的所有随从牌获得+1/+1。",MINION,,,,True,,,,,,,,,,,完成教学后解锁。,,,,,传说,9.0,9.231275756211538,0.9749465011858283,中立
Zoltan Boros,8.0,NEUTRAL,True,7,66870,享受快节奏的生活吧（如果你的对手也愿意的话）。,8.0,总计赢得5000场对战后解锁。,CS3_035,['START_OF_GAME_KEYWORD'],永恒者诺兹多姆,DRAGON,['DRAGON'],LEGENDARY,CORE,<b>对战开始时：</b>如果双方玩家的套牌中都有这张随从牌，则每个回合只有15秒。,MINION,,,,True,,,,,,,,,,,完成教学后解锁。,,,,,传说,16.0,12.284715248084652,1.3024314912382369,中立
Slawomir Maniak,3.0,NEUTRAL,True,2,72250,一条鱼，两条鱼，蓝鱼退场变红鱼。,1.0,总计赢得500场对战后解锁。,CS3_038,['RUSH'],红鳃锋颚战士,MURLOC,['MURLOC'],COMMON,CORE,<b>突袭</b>,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通,4.0,4.651116518401871,0.8600085558326122,中立
Todd Harris,0.0,DRUID,True,2,118490,没想到吧，长颈龙幼体不叫短颈龙。,2.0,,DINO_130,['DEATHRATTLE'],长颈龙蛋,,,COMMON,THE_LOST_CITY,<b>亡语：</b>召唤一只3/3的野兽。使你的随从获得+1/+1。,MINION,,,,,,,,,,,,,,,,,,True,,普通,2.0,4.651116518401871,0.4300042779163061,德鲁伊
James Ryman,2.0,WARLOCK,True,5,118494,不知道是什么附了我的身，我开始画起了恐龙，根本停不下来！,2.0,,DINO_131,['DEATHRATTLE'],着魔的动物术师,,,RARE,THE_LOST_CITY,<b>亡语：</b>随机从你的牌库中召唤一只野兽。使其获得<b>吸血</b>。,MINION,,['LIFESTEAL'],,,,,,,,,,,,,,,,True,,稀有,4.0,9.231275756211538,0.43330955608259036,术士
Mike Sass,6.0,WARLOCK,True,8,118497,始祖龟医生提示您：不惜一切代价避免窒息。,12.0,,DINO_132,"['TAUNT', 'TRIGGER_VISUAL']",绝息剑龙,BEAST,"['DEMON', 'BEAST']",RARE,THE_LOST_CITY,<b>嘲讽</b>。在你的回合结束时，随机对一个敌方随从造成5点伤害。,MINION,,,,,,,,,,,,,,,,,,True,,稀有,18.0,13.811434994021205,1.3032679086417864,术士
Ramzy Kamen,4.0,DEMONHUNTER,True,3,118505,“弱弱地问一句，这个职位为什么空出来了？”,2.0,,DINO_137,['BATTLECRY'],灵敏的厨师,,,COMMON,THE_LOST_CITY,"<b>战吼：</b>
使相邻手牌的法力值消耗减少（1）点。",MINION,,,,,,,,,,,,,,,,,,True,,普通,6.0,6.177836264338427,0.9712138268595775,恶魔猎手
Max Grecke,6.0,DEMONHUNTER,True,6,118507,脑袋大大的……爪子小小的。,5.0,,DINO_138,,魔神暴龙,BEAST,"['DEMON', 'BEAST']",RARE,THE_LOST_CITY,<b>延系：</b>对你的对手最左边和最右边的随从造成6点伤害。,MINION,,,,,,,,,,,,,,,,,,True,,稀有,11.0,10.757995502148095,1.0224953150244005,恶魔猎手
Bima Kusuma,4.0,WARRIOR,True,3,118403,这个就叫做反应装甲。,3.0,,DINO_400,['TRIGGER_VISUAL'],怒袭甲龙,BEAST,['BEAST'],RARE,THE_LOST_CITY,每当你获得护甲值，获得+2/+2并随机攻击一个敌方随从。,MINION,,,,,,,,,,,,,,,,,,True,,稀有,7.0,6.177836264338427,1.1330827980028404,战士
Mike Sass,5.0,WARRIOR,True,8,118404,你们满脑子想着能不能这么做，却没有停下来想想该不该这么做。,12.0,,DINO_401,"['RUSH', 'TRIGGER_VISUAL']",伟岸的德拉克雷斯,BEAST,"['BEAST', 'DRAGON']",LEGENDARY,THE_LOST_CITY,<b>突袭</b>。在本随从攻击一个敌方随从后，还会对所有其他敌方随从造成伤害。,MINION,,,,True,,,,,,True,,,,,,,,True,,传说,17.0,13.811434994021205,1.230864135939465,战士
