artist,attack,cardClass,collectible,cost,dbfId,flavor,health,howToEarnGolden,id,mechanics,name,race,races,rarity,set,text,type,collectionText,referencedTags,spellSchool,elite,runeCost,targetingArrowText,armor,classes,heroPowerDbfId,hasDiamondSkin,durability,faction,spellDamage,overload,howToEarn,countAsCopyOfDbfId,techLevel,isMiniSet,hideStats,rarity_cn
Mike Sass,3.0,NEUTRAL,True,2,69662,其实他也不算是很疯狂，他只是应该在携带炸药的时候更加小心一点而已。,2.0,总计赢得500场对战后解锁。,CORE_EX1_082,['BATTLECRY'],疯狂投弹者,,,COMMON,CORE,<b>战吼：</b>造成3点伤害，随机分配到所有其他角色身上。,MINION,,,,,,,,,,,,ALLIANCE,,,完成教学后解锁。,,,,,普通
Jim Nelson,2.0,NEUTRAL,True,2,69665,全都点需求。,1.0,总计赢得500场对战后解锁。,CORE_EX1_096,['DEATHRATTLE'],战利品贮藏者,,,COMMON,CORE,<b>亡语：</b>抽一张牌。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通
Mark Zug,0.0,NEUTRAL,True,2,120883,游学者周卓整理并分享有关潘达利亚大陆的轶事，但他最喜欢的故事，是乔伊和菲比一起外出旅行发生的事情。,4.0,总计赢得5000场对战后解锁。,CORE_EX1_100,['TRIGGER_VISUAL'],游学者周卓,,,LEGENDARY,CORE,每当一个玩家施放一个法术，复制该法术，将其置入另一个玩家的手牌。,MINION,,,,True,,,,,,,,,,,完成教学后解锁。,1135.0,,,,传说
Arthur Gimaldinov,2.0,NEUTRAL,True,3,69666,寒光鱼人终年居住于无底海渊最黑暗的洞穴之中。所以，是的，你到哪儿都别想摆脱鱼人。,3.0,总计赢得1000场对战后解锁。,CORE_EX1_103,['BATTLECRY'],寒光先知,MURLOC,['MURLOC'],RARE,CORE,<b>战吼：</b>使你的其他鱼人获得+2生命值。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,稀有
Wayne Reynolds,5.0,NEUTRAL,True,6,69667,凯恩被加尔鲁什杀害了，所以...别把这张牌放在战士的套牌里，这完全说不通。,5.0,总计赢得5000场对战后解锁。,CORE_EX1_110,"['DEATHRATTLE', 'TAUNT']",凯恩·血蹄,,,LEGENDARY,CORE,<b>嘲讽</b>。<b>亡语：</b>召唤一个5/5的贝恩·血蹄。,MINION,,,,True,,,,,,,,ALLIANCE,,,完成教学后解锁。,,,,,传说
Andrew Robinson,,ROGUE,True,2,102745,转瞬即逝的寒光闪过，漫天飞舞的血花绽放。,,使用潜行者赢得50场对战后解锁。,CORE_EX1_129,,刀扇,,,COMMON,CORE,对所有敌方随从造成$1点伤害，抽一张牌。,SPELL,,,,,,,,,,,,,,,与潜行者职业一同解锁。,,,,,普通
Dany Orizio,3.0,ROGUE,True,2,120571,他在数年前偷走了地契，所以理论上说这片地盘确实是他的。他还喜欢用“白痴”称呼别人，显得自己很有势力。,2.0,使用潜行者赢得50场对战后解锁。,CORE_EX1_131,['COMBO'],迪菲亚头目,,,COMMON,CORE,<b>连击：</b>召唤一个2/1的迪菲亚强盗。,MINION,,,,,,,,,,,,,,,与潜行者职业一同解锁。,201.0,,,,普通
Chris Moeller,3.0,ROGUE,True,3,69621,军情七处的特工们负责暴风城内的所有隐秘行动，包括间谍活动、暗杀以及秘密筹备皇室成员的生日派对。,3.0,使用潜行者赢得100场对战后解锁。,CORE_EX1_134,['COMBO'],军情七处特工,,,RARE,CORE,<b>连击：</b>造成3点伤害。,MINION,,,,,,造成3点伤害。,,,,,,,,,与潜行者职业一同解锁。,,,,,稀有
Clint Langley,,ROGUE,True,0,69623,“随时准备伺机待发。”——潜行者座右铭,,使用潜行者赢得250场对战后解锁。,CORE_EX1_145,,伺机待发,,,EPIC,CORE,在本回合中，你所施放的下一个法术的法力值消耗减少（2）点。,SPELL,,,,,,,,,,,,,,,与潜行者职业一同解锁。,,,,,史诗
Raymond Swanland,,DRUID,True,2,76288,棘齿城酒馆里的人们纷纷表示，这张牌太强了，应该是传说级别的。,,使用德鲁伊赢得50场对战后解锁。,CORE_EX1_154,['CHOOSE_ONE'],愤怒,,,COMMON,CORE,"<b>抉择：</b>
对一个随从造成$3点伤害；或者造成$1点伤害并抽一张牌。",SPELL,,,NATURE,,,,,,,,,,,,与德鲁伊职业一同解锁。,,,,,普通
Steve Tappin,,DRUID,True,2,69593,在灰谷的树林中，猎豹的毛皮漆黑油亮，数量众多。那为什么这地方要叫灰谷，而不是黑谷呢？,,使用德鲁伊赢得50场对战后解锁。,CORE_EX1_160,['CHOOSE_ONE'],野性之力,,,COMMON,CORE,"<b>抉择：</b>使你的所有随从获得+1/+1；或者召唤一只3/2的
猎豹。",SPELL,,,,,,,,,,,,,,,与德鲁伊职业一同解锁。,,,,,普通
John Dickenson,2.0,NEUTRAL,True,2,69668,这支球队没有后卫。,2.0,总计赢得500场对战后解锁。,CORE_EX1_162,"['ADJACENT_BUFF', 'AURA']",恐狼前锋,BEAST,['BEAST'],COMMON,CORE,相邻的随从拥有+1攻击力。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通
Doug Alexander,,DRUID,True,0,69550,有些德鲁伊做梦时都回响着陌生人的喊叫声：“给我个激活！”,,使用德鲁伊赢得100场对战后解锁。,CORE_EX1_169,,激活,,,RARE,CORE,"在本回合中，获得一个
法力水晶。",SPELL,,,NATURE,,,,,,,,,,,,与德鲁伊职业一同解锁。,,,,,稀有
Jerry Mascho,3.0,NEUTRAL,True,2,69672,小精灵龙一般是由糖、香料和无数个疯狂的副作用所组成的。,2.0,总计赢得5000场对战后解锁。,CORE_EX1_189,['BATTLECRY'],光明之翼,DRAGON,['DRAGON'],LEGENDARY,CORE,"<b>战吼：</b>随机将一张<b>传说</b>随从牌置入你的
手牌。",MINION,,,,True,,,,,,,,,,,完成教学后解锁。,,,,,传说
Jim Nelson,1.0,PRIEST,True,1,69566,“我看到了……小精灵？你为什么要带小精灵？！”,2.0,使用牧师赢得50场对战后解锁。,CORE_EX1_193,['BATTLECRY'],心灵咒术师,UNDEAD,['UNDEAD'],COMMON,CORE,<b>战吼：</b>复制你对手的牌库中的一张牌，并将其置入你的手牌。,MINION,,,,,,,,,,,,,,,与牧师职业一同解锁。,,,,,普通
Ben Olson,,PRIEST,True,4,69616,由一位狼人牧师发现。起因是一个巨人把饮料洒在了她全新的白袍上。,,使用牧师赢得250场对战后解锁。,CORE_EX1_197,,暗言术：毁,,,EPIC,CORE,消灭所有攻击力大于或等于5的随从。,SPELL,,,SHADOW,,,,,,,,,,,,与牧师职业一同解锁。,,,,,史诗
James Ryman,7.0,PRIEST,True,7,69617,是她发现了萨拉塔斯，黑暗帝国之刃，暗影魔法的恐怖神器。可以生吞灵魂，<i>也能</i>将灵魂细细切丝。,1.0,使用牧师赢得500场对战后解锁。,CORE_EX1_198,['BATTLECRY'],娜塔莉·塞林,,,LEGENDARY,CORE,<b>战吼：</b>消灭一个随从并获得其生命值。,MINION,,,,True,,消灭一个随从。,,,,,,,,,与牧师职业一同解锁。,,,,,传说
Daarken,,SHAMAN,True,1,69625,闪电箭！闪电箭！闪电箭！,,使用萨满祭司赢得50场对战后解锁。,CORE_EX1_238,['OVERLOAD'],闪电箭,,,COMMON,CORE,造成$3点伤害，<b>过载：</b>（1）,SPELL,,,NATURE,,,,,,,,,,,1.0,与萨满祭司职业一同解锁。,,,,,普通
Steve Hui,,SHAMAN,True,3,69551,如果你对一个鱼人使用妖术...其实结果也没什么变化，对不对？,,使用萨满祭司赢得50场对战后解锁。,CORE_EX1_246,,妖术,,,COMMON,CORE,使一个随从变形成为一只0/1并具有<b>嘲讽</b>的青蛙。,SPELL,,['TAUNT'],NATURE,,,,,,,,,,,,与萨满祭司职业一同解锁。,,,,,普通
Dan Scott,7.0,SHAMAN,True,5,69627,硬如磐石，坚不可破。,9.0,使用萨满祭司赢得250场对战后解锁。,CORE_EX1_250,"['OVERLOAD', 'TAUNT']",土元素,ELEMENTAL,['ELEMENTAL'],EPIC,CORE,<b>嘲讽</b>，<b>过载：</b>（2）,MINION,,,,,,,,,,,,,,2.0,与萨满祭司职业一同解锁。,,,,,史诗
Christopher Moeller,,SHAMAN,True,3,69629,恐怕打伞是没有用的。,,使用萨满祭司赢得100场对战后解锁。,CORE_EX1_259,['OVERLOAD'],闪电风暴,,,RARE,CORE,对所有敌方随从造成$3点伤害，<b>过载：</b>（1）,SPELL,,,NATURE,,,,,,,,,,,1.0,与萨满祭司职业一同解锁。,,,,,稀有
Alex Garner,,ROGUE,True,2,126895,毒如鹤顶，刃若清刚；图穷匕现，君命难长。,,使用潜行者赢得50场对战后解锁。,CORE_EX1_278,,毒刃,,,COMMON,CORE,造成$1点伤害。抽一张牌。,SPELL,,,,,,,,,,,,,,,与潜行者职业一同解锁。,573.0,,,,普通
Jason Chan,,MAGE,True,3,69607,一个会法术反制的法师和一个不会法术反制的法师之间有什么区别？那个不会的法师被炎爆术炸了一脸。,,使用法师赢得100场对战后解锁。,CORE_EX1_287,['SECRET'],法术反制,,,RARE,CORE,<b>奥秘：</b>当你的对手施放一个法术时，<b>反制</b>该法术。,SPELL,,['COUNTER'],ARCANE,,,,,,,,,,,,与法师职业一同解锁。,,,,,稀有
Alex Garner,,MAGE,True,3,69608,这只是这个技能的第一级，第二级会是...巧克力牛奶护体。,,使用法师赢得50场对战后解锁。,CORE_EX1_289,['SECRET'],寒冰护体,,,COMMON,CORE,<b>奥秘：</b>当你的英雄受到攻击时，获得8点护甲值。,SPELL,,,FROST,,,,,,,,,,,,与法师职业一同解锁。,,,,,普通
Matt Gaser,,WARLOCK,True,1,69553,很久以前，术士们发现只要在普通的法术中加入一点令人作呕的颜色，就能在伤害敌人的同时使其恐惧。真是一举两得。,,使用术士赢得50场对战后解锁。,CORE_EX1_302,,死亡缠绕,,,COMMON,CORE,对一个随从造成$1点伤害。如果该随从死亡，抽一张牌。,SPELL,,,SHADOW,,,,,,,,,,,,与术士职业一同解锁。,,,,,普通
Tyler Walpole,,WARLOCK,True,4,69634,你最好避免虹吸自己的灵魂，这样会造成一些很奇怪的死循环。,,使用术士赢得100场对战后解锁。,CORE_EX1_309,,灵魂虹吸,,,RARE,CORE,消灭一个随从，为你的英雄恢复#3点生命值。,SPELL,,,SHADOW,,,,,,,,,,,,与术士职业一同解锁。,,,,,稀有
Lucas Graciano,5.0,WARLOCK,True,5,111457,召唤末日守卫有很大的风险。总得有人付出生命的代价。,7.0,使用术士赢得100场对战后解锁。,CORE_EX1_310,"['BATTLECRY', 'CHARGE']",末日守卫,DEMON,['DEMON'],RARE,CORE,<b>冲锋</b>，<b>战吼：</b>随机弃两张牌。,MINION,,,,,,,,,,,,,,,与术士职业一同解锁。,,,,,稀有
Dave Allsop,,WARLOCK,True,8,69635,扭曲虚空浩渺无际，充满着魔法、幻象和被放逐的生命体。,,使用术士赢得250场对战后解锁。,CORE_EX1_312,,扭曲虚空,,,EPIC,CORE,消灭所有随从和地标。,SPELL,,,SHADOW,,,,,,,,,,,,与术士职业一同解锁。,,,,,史诗
Alex Horley Orlandelli,3.0,WARLOCK,True,1,69636,小鬼们喜欢引火上身。它们就是喜欢。,2.0,使用术士赢得50场对战后解锁。,CORE_EX1_319,['BATTLECRY'],烈焰小鬼,DEMON,['DEMON'],COMMON,CORE,<b>战吼：</b>对你的英雄造成3点伤害。,MINION,,,,,,,,,,,,,,,与术士职业一同解锁。,,,,,普通
Alex Horley Orlandelli,,WARLOCK,True,8,69637,“渺小的侏儒！你的傲慢会招致灭亡！”,30.0,使用术士赢得500场对战后解锁。,CORE_EX1_323,,加拉克苏斯大王,,,LEGENDARY,CORE,<b>战吼：</b>装备一把3/8的血怒。,HERO,,['BATTLECRY'],,True,,,5.0,,1178.0,,,,,,与术士职业一同解锁。,,,,,传说
Doug Alexander,3.0,PALADIN,True,2,69611,“我没说你能够躲过火球。我是说有了这盾，你就不需要躲了。”,2.0,使用圣骑士赢得50场对战后解锁。,CORE_EX1_362,['BATTLECRY'],银色保卫者,,,COMMON,CORE,<b>战吼：</b>使一个其他友方随从获得<b>圣盾</b>。,MINION,,['DIVINE_SHIELD'],,,,使其获得<b>圣盾</b>。,,,,,,,,,与圣骑士职业一同解锁。,,,,,普通
Brom,8.0,PALADIN,True,8,69613,如果你还没听过《提里奥·弗丁主题曲》，那是因为它还没被谱写出来。,8.0,使用圣骑士赢得500场对战后解锁。,CORE_EX1_383,"['DEATHRATTLE', 'DIVINE_SHIELD', 'TAUNT']",提里奥·弗丁,,,LEGENDARY,CORE,"<b>圣盾</b>，<b>嘲讽</b>，<b>亡语：</b>装备一把5/3的
灰烬使者。",MINION,,,,True,,,,,,,,,,,与圣骑士职业一同解锁。,,,,,传说
E. M. Gist,,WARRIOR,True,1,69638,“咚次哒次，咚次哒次”：如果你听到食人魔这样的“歌声”，那已经太晚了。,,使用战士赢得50场对战后解锁。,CORE_EX1_391,,猛击,,,COMMON,CORE,"对一个随从造成$2点伤害，如果
它依然存活，则抽一张牌。",SPELL,,,,,,,,,,,,,,,与战士职业一同解锁。,,,,,普通
Glenn Rane,4.0,WARRIOR,True,8,69643,灰谷南方，来自地狱的咆哮还在回响。,9.0,使用战士赢得500场对战后解锁。,CORE_EX1_414,"['CHARGE', 'ENRAGED']",格罗玛什·地狱咆哮,,,LEGENDARY,CORE,"<b>冲锋</b>
受伤时拥有+6攻
击力。",MINION,,,,True,,,,,,,,,,,与战士职业一同解锁。,,,,,传说
Dan Scott,2.0,NEUTRAL,True,2,69557,“死亡之潮升涌而起！”,1.0,总计赢得500场对战后解锁。,CORE_EX1_506,['BATTLECRY'],鱼人猎潮者,MURLOC,['MURLOC'],COMMON,CORE,<b>战吼：</b>召唤一个1/1的鱼人斥候。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通
Tim McBurnie,3.0,NEUTRAL,True,3,76270,鱼人们老是发出一样的声音，难道不觉得厌烦吗？不！姆格拉咕嗯噜咕噜咕噜咕噜咕噜！,3.0,总计赢得2500场对战后解锁。,CORE_EX1_507,['AURA'],鱼人领军,MURLOC,['MURLOC'],EPIC,CORE,你的其他鱼人拥有+2攻击力。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,史诗
Jaemin Kim,1.0,NEUTRAL,True,1,69675,每当他和他的家人团聚时，这个家伙会变得特别厉害。,2.0,总计赢得1000场对战后解锁。,CORE_EX1_509,['TRIGGER_VISUAL'],鱼人招潮者,MURLOC,['MURLOC'],RARE,CORE,"每当你召唤一个鱼人，便获得
+1攻击力。",MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,稀有
Wayne Reynolds,5.0,MAGE,True,7,120426,肯瑞托的首席法师，达拉然最伟大的子民，安东尼达斯在被巫妖王阿尔萨斯杀死之前，曾是吉安娜的导师。,7.0,使用法师赢得500场对战后解锁。,CORE_EX1_559,['TRIGGER_VISUAL'],大法师安东尼达斯,,,LEGENDARY,CORE,每当你施放一个法术，将一张“火球术”法术牌置入你的手牌。,MINION,,,,True,,,,,,,,,,,与法师职业一同解锁。,1080.0,,,,传说
Simon Bisley,2.0,WARRIOR,True,3,69645,在投身狂战士这份很有前途的工作之前，他是一个会计。,4.0,使用战士赢得100场对战后解锁。,CORE_EX1_604,['TRIGGER_VISUAL'],暴乱狂战士,,,RARE,CORE,"每当一个随从
受到伤害，便获得+1攻击力。",MINION,,,,,,,,,,,,,,,与战士职业一同解锁。,,,,,稀有
Michael Komarck,,WARRIOR,True,2,76302,光有面罩是不够的，所以人们发明了盾牌。,,使用战士赢得50场对战后解锁。,CORE_EX1_606,,盾牌格挡,,,COMMON,CORE,获得5点护甲值。抽一张牌。,SPELL,,,,,,,,,,,,,,,与战士职业一同解锁。,,,,,普通
Brandon Kitkouski,,HUNTER,True,2,69603,普通陷阱捉到的是猎物；爆炸陷阱捉到的是烤熟的食物！,,使用猎人赢得50场对战后解锁。,CORE_EX1_610,['SECRET'],爆炸陷阱,,,COMMON,CORE,<b>奥秘：</b>当你的英雄受到攻击，对所有敌人造成$2点伤害。,SPELL,,,FIRE,,,,,,,,,,,,与猎人职业一同解锁。,,,,,普通
Matt Gaser,,HUNTER,True,2,69604,“呃，好冷。”——当你中了冰冻陷阱或是听到一个冷笑话时，通常都是这个反应。,,使用猎人赢得50场对战后解锁。,CORE_EX1_611,['SECRET'],冰冻陷阱,,,COMMON,CORE,<b>奥秘：</b>当一个敌方随从攻击时，将其移回拥有者的手牌，并且法力值消耗增加（2）点。,SPELL,,,FROST,,,,,,,,,,,,与猎人职业一同解锁。,,,,,普通
Michal Ivan,,PALADIN,True,2,69614,正因为我们都是独一无二的，所以我们都是平等的。,,使用圣骑士赢得100场对战后解锁。,CORE_EX1_619,,生而平等,,,RARE,CORE,将所有随从的生命值变为1。,SPELL,,,HOLY,,,,,,,,,,,,与圣骑士职业一同解锁。,,,,,稀有
Sam Hogg,0.0,SHAMAN,True,0,130790,到底是女巫变成了青蛙，还是青蛙变成了女巫？,1.0,使用萨满祭司赢得50场对战后解锁。,CORE_GIL_531,"['BATTLECRY', 'TAUNT']",女巫的学徒,BEAST,['BEAST'],COMMON,CORE,<b>嘲讽，战吼：</b>随机将一张萨满祭司法术牌置入你的手牌。,MINION,,,,,,,,,,,,,,,与萨满祭司职业一同解锁。,46998.0,,,,普通
A. J. Nazzaro,3.0,NEUTRAL,True,3,97343,月底缺钱吗？讨厌探险者协会吗？来加入我们吧！,3.0,总计赢得500场对战后解锁。,CORE_GIL_534,['TRIGGER_VISUAL'],荆棘帮暴徒,QUILBOAR,['QUILBOAR'],COMMON,CORE,在你的英雄攻击后，使本随从获得+1/+1。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通
Luca Zontini,2.0,NEUTRAL,True,1,129175,除去四颗牙，都是高蛋白。,1.0,总计赢得500场对战后解锁。,CORE_GIL_558,['LIFESTEAL'],沼泽水蛭,BEAST,['BEAST'],COMMON,CORE,<b>吸血</b>,MINION,,,,,,,,,,,,,,,完成教学后解锁。,47072.0,,,,普通
Anton Zemskov,,HUNTER,True,2,111363,寻宠启事：若有人找到末日骇鼠，请归还给托瓦格尔国王！,,使用猎人赢得250场对战后解锁。,CORE_GIL_577,['SECRET'],捕鼠陷阱,,,EPIC,CORE,<b>奥秘：</b>当你的对手在一回合中使用三张牌后，召唤一只6/6的老鼠。,SPELL,,,,,,,,,,,,,,,与猎人职业一同解锁。,,,,,史诗
Slawomir Maniak,3.0,NEUTRAL,True,4,76320,饿昏头的时候，它也会吸零度圣水。,3.0,总计赢得1000场对战后解锁。,CORE_GIL_622,['BATTLECRY'],吸血蚊,BEAST,['BEAST'],RARE,CORE,<b>战吼：</b>对敌方英雄造成3点伤害。为你的英雄恢复#3点生命值。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,稀有
Alex Alexandrov,3.0,NEUTRAL,True,5,130791,虽然看似有点不现实，但还是有很多人想拿它当坐骑。,12.0,总计赢得1000场对战后解锁。,CORE_GIL_623,"['BATTLECRY', 'TAUNT']",女巫森林灰熊,BEAST,['BEAST'],RARE,CORE,"<b>嘲讽</b>。<b>战吼：</b>
你的对手每有一张手牌，本随从便失去1点生命值。",MINION,,,,,,,,,,,,,,,完成教学后解锁。,47346.0,,,,稀有
Dan Scott,,SHAMAN,True,1,120572,越来越多的萨满祭司开始用图腾来抽水烟。,,使用萨满祭司赢得100场对战后解锁。,CORE_GIL_836,['DISCOVER'],炽焰祈咒,,,RARE,CORE,<b>发现</b>一张<b>战吼</b>随从牌，其法力值消耗减少（1）点。,SPELL,,['BATTLECRY'],FIRE,,,,,,,,,,,,与萨满祭司职业一同解锁。,48393.0,,,,稀有
Dany Orizio,2.0,PALADIN,True,3,130820,你们就是把一个大齿轮从机器上拆下来，在上面刻了点符文图案，然后用胶水粘上把手，就对我说这是一把灌注了神圣之力的强力武器？……好吧，似乎也不赖。,3.0,使用圣骑士赢得250场对战后解锁。,CORE_GVG_059,['BATTLECRY'],齿轮光锤,,,EPIC,CORE,<b>战吼：</b>随机使一个友方随从获得<b>圣盾</b>和<b>嘲讽</b>。,WEAPON,,"['DIVINE_SHIELD', 'TAUNT']",,,,,,,,,0.0,,,,与圣骑士职业一同解锁。,2027.0,,,,史诗
Mike Hayes,,PALADIN,True,3,96916,请不要辜负这些新兵的一腔热血，还有这把锤子。,,使用圣骑士赢得100场对战后解锁。,CORE_GVG_061,,作战动员,,,RARE,CORE,召唤三个1/1的白银之手新兵，装备一把1/4的武器。,SPELL,,,,,,,,,,,,,,,与圣骑士职业一同解锁。,,,,,稀有
Matt Dixon,1.0,NEUTRAL,True,2,69718,发明吵吵机器人的工程师先是被工匠学院立即开除，然后被赶出了工匠镇，最后被驱逐出了东部王国。,2.0,总计赢得500场对战后解锁。,CORE_GVG_085,"['DIVINE_SHIELD', 'TAUNT']",吵吵机器人,MECHANICAL,['MECHANICAL'],COMMON,CORE,"<b>嘲讽</b>
<b>圣盾</b>",MINION,,,,,,,,,,,,,,,完成教学后解锁。,,2.0,,,普通
Skan Srisuwan,1.0,NEUTRAL,True,2,130823,它虽然体型不大，但它学习战斗的能力却非常惊人。,2.0,总计赢得500场对战后解锁。,CORE_GVG_103,['TRIGGER_VISUAL'],微型战斗机甲,MECHANICAL,['MECHANICAL'],COMMON,CORE,在每个回合开始时，获得+1攻击力。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,2071.0,,,,普通
Christopher Moeller,5.0,NEUTRAL,True,7,120575,当斯尼德在死亡矿井被击败后，他的伐木机在一次拍卖中被一位匿名买家收购。（可能是霍格。）,7.0,总计赢得5000场对战后解锁。,CORE_GVG_114,['DEATHRATTLE'],斯尼德的伐木机,MECHANICAL,['MECHANICAL'],LEGENDARY,CORE,<b>亡语：</b>随机召唤一个<b>传说</b>随从。,MINION,,,,True,,,,,,,,,,,完成教学后解锁。,2082.0,,,,传说
Evgeniy Dlinnov,1.0,PALADIN,True,1,69705,本来想起名叫烈日保护者，但这里实在是太冷了。,1.0,使用圣骑士赢得50场对战后解锁。,CORE_ICC_038,"['DIVINE_SHIELD', 'TAUNT']",正义保护者,,,COMMON,CORE,"<b>嘲讽</b>
<b>圣盾</b>",MINION,,,,,,,,,,,,,,,与圣骑士职业一同解锁。,,,,,普通
